Actual,Predicted
58,54.5884735871187
93,91.87642175729928
83,91.87642175729928
65,68.32613870244839
77,78.1387566419696
25,21.225572592746595
24,24.169357974602956
60,80.10128022987385
71,65.38235332059203
53,53.60721179316658
37,33.98197591412416
77,72.25118587825688
60,64.4010915266399
63,60.47604435083142
76,73.23244767220899
70,71.26992408430476
78,64.4010915266399
0,2.581598507656299
76,82.06380381777808
70,58.513520762927186
69,63.41982973268779
40,37.90702308993265
46,50.66342641131022
67,54.5884735871187
81,82.06380381777808
86,97.76399252101203
88,86.97011278753868
37,43.794593853645374
67,58.513520762927186
72,61.457306144783544
21,27.113143356459318
41,41.83207026574113
85,75.19497126011323
55,46.73837923550174
63,48.700902823405976
62,71.26992408430476
67,58.513520762927186
80,86.97011278753868
85,80.10128022987385
72,72.25118587825688
80,88.93263637544294
67,62.438567938735666
67,73.23244767220899
86,81.08254202382597
76,66.36361511454416
77,63.41982973268779
71,73.23244767220899
40,43.794593853645374
54,52.625949999214455
57,59.49478255687931
66,59.49478255687931
68,57.532258968975064
22,33.00071412017204
57,46.73837923550174
61,53.60721179316658
83,72.25118587825688
62,59.49478255687931
40,41.83207026574113
35,46.73837923550174
51,51.64468820526234
51,55.56973538107082
64,70.28866229035263
82,76.17623305406536
52,62.438567938735666
47,35.94449950202841
52,56.55099717502294
29,36.92576129598053
41,43.794593853645374
59,59.49478255687931
53,55.56973538107082
87,85.00758919963445
89,78.1387566419696
84,92.8576835512514
58,63.41982973268779
72,70.28866229035263
88,89.91389816939505
79,74.2137094661611
52,55.56973538107082
80,78.1387566419696
63,65.38235332059203
71,67.34487690849627
93,93.83894534520354
61,48.700902823405976
62,70.28866229035263
54,42.81333205969325
91,86.97011278753868
83,92.8576835512514
53,57.532258968975064
89,76.17623305406536
60,63.41982973268779
85,72.25118587825688
64,64.4010915266399
75,66.36361511454416
92,95.80146893310777
71,62.438567938735666
60,80.10128022987385
48,54.5884735871187
35,46.73837923550174
42,46.73837923550174
52,50.66342641131022
38,46.73837923550174
88,88.93263637544294
81,72.25118587825688
99,91.87642175729928
71,65.38235332059203
82,77.15749484801748
89,76.17623305406536
48,48.700902823405976
54,57.532258968975064
33,39.869546677836894
67,65.38235332059203
67,52.625949999214455
94,89.91389816939505
86,76.17623305406536
60,57.532258968975064
79,82.06380381777808
88,93.83894534520354
96,96.78273072705989
79,82.06380381777808
72,66.36361511454416
83,78.1387566419696
84,89.91389816939505
64,73.23244767220899
57,62.438567938735666
55,68.32613870244839
79,83.0450656117302
41,40.85080847178901
59,61.457306144783544
71,61.457306144783544
66,63.41982973268779
70,58.513520762927186
39,41.83207026574113
70,75.19497126011323
75,74.2137094661611
93,93.83894534520354
66,67.34487690849627
67,64.4010915266399
76,76.17623305406536
60,58.513520762927186
30,34.963237708076285
48,42.81333205969325
85,79.12001843592172
67,58.513520762927186
40,44.775855647597496
82,81.08254202382597
85,88.93263637544294
83,83.0450656117302
58,59.49478255687931
52,48.700902823405976
77,64.4010915266399
52,48.700902823405976
48,49.6821646173581
65,63.41982973268779
77,70.28866229035263
68,69.3074004964005
52,65.38235332059203
59,57.532258968975064
86,96.78273072705989
28,32.01945232621992
74,77.15749484801748
55,57.532258968975064
33,37.90702308993265
81,85.00758919963445
69,70.28866229035263
93,93.83894534520354
72,75.19497126011323
29,36.92576129598053
60,63.41982973268779
91,97.76399252101203
87,85.00758919963445
76,76.17623305406536
86,84.02632740568232
33,38.888284883884765
80,80.10128022987385
87,84.02632740568232
67,75.19497126011323
64,71.26992408430476
64,54.5884735871187
67,56.55099717502294
57,47.719641029453854
71,64.4010915266399
72,62.438567938735666
77,78.1387566419696
87,82.06380381777808
80,78.1387566419696
60,80.10128022987385
81,80.10128022987385
92,87.9513745814908
74,59.49478255687931
83,67.34487690849627
34,39.869546677836894
51,61.457306144783544
32,42.81333205969325
83,84.02632740568232
74,72.25118587825688
30,39.869546677836894
89,84.02632740568232
42,53.60721179316658
83,85.00758919963445
54,66.36361511454416
94,92.8576835512514
80,75.19497126011323
94,83.0450656117302
87,85.00758919963445
83,91.87642175729928
35,49.6821646173581
32,44.775855647597496
44,51.64468820526234
88,93.83894534520354
67,66.36361511454416
50,47.719641029453854
83,71.26992408430476
37,39.869546677836894
55,50.66342641131022
57,52.625949999214455
85,86.97011278753868
92,80.10128022987385
82,81.08254202382597
86,88.93263637544294
26,26.131881562507196
59,59.49478255687931
60,80.10128022987385
81,87.9513745814908
79,74.2137094661611
58,55.56973538107082
90,91.87642175729928
84,91.87642175729928
77,66.36361511454416
88,96.78273072705989
56,63.41982973268779
55,55.56973538107082
78,77.15749484801748
73,73.23244767220899
91,86.97011278753868
90,81.08254202382597
35,26.131881562507196
44,56.55099717502294
66,54.5884735871187
80,79.12001843592172
57,62.438567938735666
93,93.83894534520354
57,67.34487690849627
60,64.4010915266399
60,80.10128022987385
56,61.457306144783544
82,79.12001843592172
57,53.60721179316658
38,45.75711744154961
88,80.10128022987385
69,72.25118587825688
71,64.4010915266399
52,51.64468820526234
32,44.775855647597496
66,65.38235332059203
51,53.60721179316658
67,67.34487690849627
65,45.75711744154961
70,53.60721179316658
16,31.0381905322678
88,91.87642175729928
88,93.83894534520354
31,32.01945232621992
60,80.10128022987385
88,94.82020713915566
73,53.60721179316658
92,76.17623305406536
91,96.78273072705989
64,58.513520762927186
78,71.26992408430476
87,90.89515996334717
37,43.794593853645374
23,32.01945232621992
42,49.6821646173581
72,57.532258968975064
88,89.91389816939505
84,71.26992408430476
88,89.91389816939505
68,73.23244767220899
69,64.4010915266399
80,78.1387566419696
54,67.34487690849627
-3,7.487907477416904
36,50.66342641131022
32,39.869546677836894
79,76.17623305406536
89,83.0450656117302
84,84.02632740568232
36,43.794593853645374
73,83.0450656117302
83,85.00758919963445
72,61.457306144783544
87,78.1387566419696
62,71.26992408430476
90,82.06380381777808
59,72.25118587825688
82,82.06380381777808
97,81.08254202382597
79,85.00758919963445
65,64.4010915266399
81,81.08254202382597
80,75.19497126011323
76,82.06380381777808
84,92.8576835512514
61,59.49478255687931
54,67.34487690849627
66,72.25118587825688
60,80.10128022987385
82,68.32613870244839
62,57.532258968975064
55,65.38235332059203
91,88.93263637544294
48,48.700902823405976
56,52.625949999214455
89,85.98885099358657
52,58.513520762927186
59,61.457306144783544
54,65.38235332059203
71,64.4010915266399
86,83.0450656117302
73,76.17623305406536
60,80.10128022987385
65,50.66342641131022
74,77.15749484801748
77,70.28866229035263
96,89.91389816939505
6,10.431692859273266
78,77.15749484801748
41,42.81333205969325
36,42.81333205969325
83,85.98885099358657
57,48.700902823405976
60,60.47604435083142
77,75.19497126011323
58,55.56973538107082
84,82.06380381777808
89,92.8576835512514
90,72.25118587825688
88,90.89515996334717
93,91.87642175729928
68,66.36361511454416
60,64.4010915266399
85,82.06380381777808
64,62.438567938735666
61,66.36361511454416
73,57.532258968975064
87,93.83894534520354
56,44.775855647597496
90,96.78273072705989
80,83.0450656117302
89,71.26992408430476
14,21.225572592746595
70,69.3074004964005
83,88.93263637544294
79,81.08254202382597
31,43.794593853645374
56,52.625949999214455
60,55.56973538107082
70,72.25118587825688
60,56.55099717502294
78,79.12001843592172
69,70.28866229035263
64,53.60721179316658
85,86.97011278753868
65,58.513520762927186
61,67.34487690849627
61,54.5884735871187
60,70.28866229035263
76,68.32613870244839
77,81.08254202382597
66,59.49478255687931
81,93.83894534520354
83,79.12001843592172
104,87.9513745814908
89,85.98885099358657
29,38.888284883884765
74,69.3074004964005
64,45.75711744154961
93,92.8576835512514
52,50.66342641131022
61,55.56973538107082
42,46.73837923550174
47,47.719641029453854
61,55.56973538107082
76,76.17623305406536
80,85.00758919963445
31,35.94449950202841
86,83.0450656117302
69,63.41982973268779
9,11.412954653225388
58,57.532258968975064
40,37.90702308993265
51,54.5884735871187
92,87.9513745814908
70,72.25118587825688
86,79.12001843592172
79,65.38235332059203
31,30.056928738315683
83,91.87642175729928
53,61.457306144783544
87,83.0450656117302
59,55.56973538107082
80,80.10128022987385
34,39.869546677836894
79,69.3074004964005
47,45.75711744154961
81,92.8576835512514
82,77.15749484801748
54,50.66342641131022
90,89.91389816939505
92,91.87642175729928
71,73.23244767220899
41,38.888284883884765
47,53.60721179316658
47,41.83207026574113
75,68.32613870244839
87,87.9513745814908
31,36.92576129598053
57,40.85080847178901
55,56.55099717502294
27,34.963237708076285
52,52.625949999214455
90,88.93263637544294
70,62.438567938735666
69,71.26992408430476
80,86.97011278753868
86,82.06380381777808
56,48.700902823405976
52,54.5884735871187
27,24.169357974602956
62,61.457306144783544
88,84.02632740568232
90,92.8576835512514
86,84.02632740568232
67,72.25118587825688
49,51.64468820526234
72,72.25118587825688
6,10.431692859273266
69,65.38235332059203
99,92.8576835512514
37,32.01945232621992
57,52.625949999214455
86,85.00758919963445
66,58.513520762927186
81,82.06380381777808
65,62.438567938735666
89,88.93263637544294
79,81.08254202382597
57,54.5884735871187
90,91.87642175729928
66,45.75711744154961
95,92.8576835512514
57,60.47604435083142
43,46.73837923550174
36,38.888284883884765
40,46.73837923550174
90,92.8576835512514
84,65.38235332059203
85,85.00758919963445
49,49.6821646173581
58,41.83207026574113
43,48.700902823405976
74,72.25118587825688
74,67.34487690849627
60,61.457306144783544
83,90.89515996334717
79,82.06380381777808
50,50.66342641131022
76,72.25118587825688
14,21.225572592746595
59,61.457306144783544
89,85.98885099358657
68,63.41982973268779
72,73.23244767220899
91,85.00758919963445
74,64.4010915266399
76,78.1387566419696
15,24.169357974602956
89,76.17623305406536
63,57.532258968975064
77,72.25118587825688
85,80.10128022987385
89,77.15749484801748
89,88.93263637544294
33,34.963237708076285
35,45.75711744154961
92,90.89515996334717
34,44.775855647597496
66,61.457306144783544
59,57.532258968975064
90,91.87642175729928
36,36.92576129598053
31,42.81333205969325
49,52.625949999214455
77,62.438567938735666
88,85.00758919963445
60,80.10128022987385
55,50.66342641131022
81,68.32613870244839
53,64.4010915266399
58,57.532258968975064
84,95.80146893310777
75,65.38235332059203
61,58.513520762927186
82,89.91389816939505
58,58.513520762927186
88,84.02632740568232
99,83.0450656117302
73,69.3074004964005
93,92.8576835512514
80,81.08254202382597
93,82.06380381777808
54,59.49478255687931
84,85.98885099358657
76,72.25118587825688
67,71.26992408430476
97,94.82020713915566
76,85.00758919963445
78,67.34487690849627
51,47.719641029453854
72,75.19497126011323
97,92.8576835512514
82,78.1387566419696
82,80.10128022987385
80,84.02632740568232
60,80.10128022987385
85,78.1387566419696
88,90.89515996334717
18,21.225572592746595
85,68.32613870244839
98,96.78273072705989
47,54.5884735871187
40,45.75711744154961
68,76.17623305406536
83,84.02632740568232
96,96.78273072705989
69,75.19497126011323
91,80.10128022987385
64,61.457306144783544
42,51.64468820526234
99,97.76399252101203
58,59.49478255687931
59,65.38235332059203
69,46.73837923550174
28,37.90702308993265
88,95.80146893310777
96,85.00758919963445
81,78.1387566419696
62,58.513520762927186
56,51.64468820526234
73,76.17623305406536
75,65.38235332059203
88,85.00758919963445
82,85.98885099358657
90,94.82020713915566
83,84.02632740568232
39,38.888284883884765
46,45.75711744154961
31,44.775855647597496
52,44.775855647597496
63,59.49478255687931
60,56.55099717502294
23,31.0381905322678
38,52.625949999214455
70,62.438567938735666
60,59.49478255687931
54,52.625949999214455
37,45.75711744154961
51,65.38235332059203
85,86.97011278753868
87,77.15749484801748
52,61.457306144783544
68,71.26992408430476
43,47.719641029453854
53,45.75711744154961
38,50.66342641131022
58,58.513520762927186
32,37.90702308993265
89,78.1387566419696
88,84.02632740568232
80,78.1387566419696
78,85.00758919963445
47,48.700902823405976
94,90.89515996334717
60,80.10128022987385
81,79.12001843592172
35,34.963237708076285
85,88.93263637544294
47,49.6821646173581
30,33.00071412017204
74,75.19497126011323
72,66.36361511454416
54,60.47604435083142
57,45.75711744154961
87,85.98885099358657
34,44.775855647597496
64,66.36361511454416
82,80.10128022987385
67,56.55099717502294
81,78.1387566419696
22,31.0381905322678
65,74.2137094661611
70,65.38235332059203
80,87.9513745814908
36,51.64468820526234
79,68.32613870244839
84,76.17623305406536
67,63.41982973268779
79,82.06380381777808
53,53.60721179316658
41,42.81333205969325
63,49.6821646173581
54,51.64468820526234
89,79.12001843592172
68,63.41982973268779
92,90.89515996334717
52,54.5884735871187
59,52.625949999214455
81,84.02632740568232
61,58.513520762927186
26,33.98197591412416
56,58.513520762927186
85,81.08254202382597
35,41.83207026574113
52,50.66342641131022
83,85.00758919963445
67,62.438567938735666
44,51.64468820526234
67,72.25118587825688
85,85.00758919963445
69,60.47604435083142
49,43.794593853645374
42,34.963237708076285
87,74.2137094661611
84,72.25118587825688
69,72.25118587825688
99,96.78273072705989
87,82.06380381777808
54,40.85080847178901
73,67.34487690849627
81,75.19497126011323
67,65.38235332059203
94,95.80146893310777
91,96.78273072705989
56,48.700902823405976
29,35.94449950202841
87,90.89515996334717
93,95.80146893310777
59,42.81333205969325
12,21.225572592746595
70,64.4010915266399
71,61.457306144783544
86,85.00758919963445
60,80.10128022987385
56,51.64468820526234
74,79.12001843592172
52,45.75711744154961
91,94.82020713915566
63,60.47604435083142
49,50.66342641131022
93,88.93263637544294
44,44.775855647597496
48,49.6821646173581
72,69.3074004964005
86,80.10128022987385
87,77.15749484801748
73,63.41982973268779
98,87.9513745814908
73,66.36361511454416
65,66.36361511454416
45,49.6821646173581
79,78.1387566419696
45,45.75711744154961
34,32.01945232621992
91,86.97011278753868
64,60.47604435083142
55,57.532258968975064
55,55.56973538107082
75,66.36361511454416
59,68.32613870244839
51,53.60721179316658
101,97.76399252101203
31,39.869546677836894
84,95.80146893310777
48,52.625949999214455
104,99.72651610891626
76,83.0450656117302
58,60.47604435083142
87,81.08254202382597
79,79.12001843592172
57,61.457306144783544
84,81.08254202382597
86,84.02632740568232
82,78.1387566419696
63,65.38235332059203
46,46.73837923550174
51,40.85080847178901
77,70.28866229035263
89,87.9513745814908
64,51.64468820526234
86,89.91389816939505
23,29.07566694436356
87,85.00758919963445
40,45.75711744154961
88,88.93263637544294
61,58.513520762927186
41,39.869546677836894
67,61.457306144783544
58,70.28866229035263
43,55.56973538107082
90,91.87642175729928
37,52.625949999214455
77,72.25118587825688
65,76.17623305406536
69,65.38235332059203
60,52.625949999214455
76,83.0450656117302
68,64.4010915266399
41,46.73837923550174
36,34.963237708076285
80,71.26992408430476
85,77.15749484801748
85,79.12001843592172
29,36.92576129598053
75,82.06380381777808
76,80.10128022987385
32,42.81333205969325
82,92.8576835512514
85,74.2137094661611
60,80.10128022987385
96,94.82020713915566
56,53.60721179316658
47,52.625949999214455
70,68.32613870244839
24,31.0381905322678
90,92.8576835512514
89,90.89515996334717
92,76.17623305406536
74,70.28866229035263
62,62.438567938735666
49,60.47604435083142
80,82.06380381777808
60,80.10128022987385
84,81.08254202382597
66,64.4010915266399
67,72.25118587825688
71,66.36361511454416
60,80.10128022987385
14,19.263049004842355
80,78.1387566419696
86,91.87642175729928
85,83.0450656117302
44,56.55099717502294
80,85.00758919963445
43,51.64468820526234
87,80.10128022987385
66,56.55099717502294
74,60.47604435083142
71,72.25118587825688
69,69.3074004964005
67,67.34487690849627
52,43.794593853645374
79,76.17623305406536
36,36.92576129598053
71,68.32613870244839
72,70.28866229035263
46,54.5884735871187
75,76.17623305406536
70,64.4010915266399
53,63.41982973268779
99,95.80146893310777
60,80.10128022987385
39,47.719641029453854
62,46.73837923550174
56,56.55099717502294
41,43.794593853645374
77,71.26992408430476
20,23.188096180650835
51,48.700902823405976
83,85.98885099358657
62,72.25118587825688
44,46.73837923550174
58,55.56973538107082
68,68.32613870244839
87,93.83894534520354
36,36.92576129598053
62,58.513520762927186
62,58.513520762927186
80,82.06380381777808
39,45.75711744154961
78,80.10128022987385
39,49.6821646173581
61,45.75711744154961
64,77.15749484801748
69,69.3074004964005
32,33.98197591412416
78,69.3074004964005
64,65.38235332059203
47,57.532258968975064
82,81.08254202382597
48,53.60721179316658
61,60.47604435083142
71,68.32613870244839
51,34.963237708076285
71,68.32613870244839
85,83.0450656117302
31,39.869546677836894
93,94.82020713915566
60,58.513520762927186
34,29.07566694436356
77,65.38235332059203
63,61.457306144783544
43,49.6821646173581
69,78.1387566419696
49,52.625949999214455
16,19.263049004842355
46,57.532258968975064
102,95.80146893310777
69,65.38235332059203
78,84.02632740568232
92,92.8576835512514
75,70.28866229035263
69,69.3074004964005
31,37.90702308993265
86,81.08254202382597
35,51.64468820526234
83,85.98885099358657
37,47.719641029453854
20,28.09440515041144
96,97.76399252101203
31,27.113143356459318
80,78.1387566419696
98,95.80146893310777
35,42.81333205969325
94,85.98885099358657
94,70.28866229035263
92,88.93263637544294
63,64.4010915266399
39,42.81333205969325
85,81.08254202382597
83,84.02632740568232
85,93.83894534520354
62,59.49478255687931
58,60.47604435083142
49,54.5884735871187
43,48.700902823405976
46,47.719641029453854
60,72.25118587825688
39,48.700902823405976
86,90.89515996334717
50,53.60721179316658
97,87.9513745814908
77,71.26992408430476
87,89.91389816939505
55,57.532258968975064
51,49.6821646173581
78,70.28866229035263
90,86.97011278753868
70,69.3074004964005
69,65.38235332059203
81,88.93263637544294
39,46.73837923550174
68,57.532258968975064
91,85.00758919963445
23,28.09440515041144
37,44.775855647597496
87,69.3074004964005
83,84.02632740568232
60,80.10128022987385
56,65.38235332059203
86,86.97011278753868
85,63.41982973268779
71,72.25118587825688
64,58.513520762927186
50,51.64468820526234
73,68.32613870244839
39,43.794593853645374
55,31.0381905322678
79,73.23244767220899
90,65.38235332059203
43,54.5884735871187
69,75.19497126011323
72,72.25118587825688
45,51.64468820526234
45,51.64468820526234
55,61.457306144783544
92,94.82020713915566
80,80.10128022987385
72,66.36361511454416
97,82.06380381777808
75,74.2137094661611
52,57.532258968975064
88,72.25118587825688
85,85.98885099358657
42,36.92576129598053
30,37.90702308993265
45,45.75711744154961
89,92.8576835512514
53,55.56973538107082
78,84.02632740568232
74,62.438567938735666
89,89.91389816939505
74,58.513520762927186
56,52.625949999214455
96,85.00758919963445
104,91.87642175729928
65,74.2137094661611
80,76.17623305406536
34,40.85080847178901
53,50.66342641131022
69,64.4010915266399
86,81.08254202382597
41,51.64468820526234
66,67.34487690849627
99,88.93263637544294
63,50.66342641131022
74,74.2137094661611
67,67.34487690849627
94,89.91389816939505
84,83.0450656117302
90,84.02632740568232
95,82.06380381777808
85,85.00758919963445
76,71.26992408430476
88,82.06380381777808
86,89.91389816939505
94,92.8576835512514
54,52.625949999214455
70,62.438567938735666
63,64.4010915266399
91,94.82020713915566
81,71.26992408430476
81,78.1387566419696
91,87.9513745814908
71,58.513520762927186
49,41.83207026574113
22,15.338001829033871
85,81.08254202382597
95,95.80146893310777
54,58.513520762927186
49,54.5884735871187
89,66.36361511454416
49,50.66342641131022
57,64.4010915266399
67,74.2137094661611
81,69.3074004964005
52,46.73837923550174
52,53.60721179316658
88,96.78273072705989
77,82.06380381777808
10,11.412954653225388
89,82.06380381777808
76,70.28866229035263
41,49.6821646173581
80,83.0450656117302
76,75.19497126011323
79,80.10128022987385
64,52.625949999214455
77,77.15749484801748
46,45.75711744154961
9,23.188096180650835
94,89.91389816939505
49,50.66342641131022
76,85.98885099358657
52,49.6821646173581
81,75.19497126011323
55,46.73837923550174
28,33.98197591412416
77,72.25118587825688
46,51.64468820526234
84,81.08254202382597
99,95.80146893310777
78,65.38235332059203
71,63.41982973268779
47,53.60721179316658
68,59.49478255687931
66,59.49478255687931
42,50.66342641131022
92,93.83894534520354
64,55.56973538107082
58,48.700902823405976
85,76.17623305406536
61,62.438567938735666
9,12.394216447177508
64,64.4010915266399
75,62.438567938735666
70,65.38235332059203
94,85.00758919963445
86,84.02632740568232
63,67.34487690849627
93,91.87642175729928
65,66.36361511454416
79,89.91389816939505
40,44.775855647597496
92,77.15749484801748
73,69.3074004964005
63,71.26992408430476
82,82.06380381777808
66,65.38235332059203
62,62.438567938735666
66,66.36361511454416
53,60.47604435083142
65,54.5884735871187
61,56.55099717502294
83,76.17623305406536
76,71.26992408430476
42,41.83207026574113
84,88.93263637544294
53,61.457306144783544
88,88.93263637544294
60,64.4010915266399
81,79.12001843592172
40,53.60721179316658
64,70.28866229035263
96,76.17623305406536
80,80.10128022987385
52,62.438567938735666
32,45.75711744154961
60,80.10128022987385
31,45.75711744154961
68,58.513520762927186
27,37.90702308993265
76,73.23244767220899
94,93.83894534520354
81,75.19497126011323
33,43.794593853645374
56,52.625949999214455
58,61.457306144783544
89,92.8576835512514
80,71.26992408430476
89,93.83894534520354
27,31.0381905322678
67,62.438567938735666
45,50.66342641131022
88,75.19497126011323
39,47.719641029453854
76,70.28866229035263
35,43.794593853645374
46,52.625949999214455
39,50.66342641131022
43,40.85080847178901
85,77.15749484801748
42,49.6821646173581
53,49.6821646173581
65,57.532258968975064
23,26.131881562507196
71,53.60721179316658
82,94.82020713915566
22,19.263049004842355
42,48.700902823405976
69,54.5884735871187
42,47.719641029453854
60,40.85080847178901
42,43.794593853645374
50,58.513520762927186
90,83.0450656117302
39,46.73837923550174
78,85.00758919963445
70,69.3074004964005
77,78.1387566419696
99,93.83894534520354
82,85.00758919963445
60,45.75711744154961
83,62.438567938735666
76,74.2137094661611
25,30.056928738315683
89,78.1387566419696
81,63.41982973268779
86,83.0450656117302
88,84.02632740568232
62,61.457306144783544
82,80.10128022987385
81,81.08254202382597
75,62.438567938735666
45,55.56973538107082
84,88.93263637544294
70,67.34487690849627
81,81.08254202382597
85,82.06380381777808
88,83.0450656117302
83,82.06380381777808
53,47.719641029453854
89,96.78273072705989
97,94.82020713915566
55,56.55099717502294
84,83.0450656117302
19,23.188096180650835
27,35.94449950202841
40,49.6821646173581
72,50.66342641131022
78,76.17623305406536
92,98.74525431496414
67,67.34487690849627
91,93.83894534520354
88,77.15749484801748
62,69.3074004964005
60,56.55099717502294
92,94.82020713915566
29,37.90702308993265
56,62.438567938735666
78,68.32613870244839
69,62.438567938735666
101,96.78273072705989
66,50.66342641131022
